seed,experiment,sequence,gate_count,chi_max,objective_initial,objective_final,sweeps,converged,failed,trace
11,C,commuting,1,8,0.0540253875700798,0.0540253875700798,1,True,False,"[0.0540253875700798, 0.0540253875700798]"
11,C,commuting,2,8,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,3,8,0.2005491543164939,0.2005491543164939,1,True,False,"[0.2005491543164939, 0.2005491543164939]"
11,C,commuting,4,8,0.002690295534063525,0.002690295534063525,1,True,False,"[0.002690295534063525, 0.002690295534063525]"
11,C,commuting,5,8,0.0,0.0,0,True,False,[0.0]
11,C,commuting,6,8,0.0018343554634092651,0.0018343554634092651,1,True,False,"[0.0018343554634092651, 0.0018343554634092651]"
11,C,commuting,7,8,0.0028395849483575653,0.0028395849483575653,1,True,False,"[0.0028395849483575653, 0.0028395849483575653]"
11,C,commuting,8,8,1.1102230246251565e-15,1.1102230246251565e-15,0,True,False,[1.1102230246251565e-15]
11,C,commuting,9,8,0.0015578775847620019,0.0015578775847620019,1,True,False,"[0.0015578775847620019, 0.0015578775847620019]"
11,C,commuting,10,8,0.0023895860195228824,0.0023895860195228824,1,True,False,"[0.0023895860195228824, 0.0023895860195228824]"
11,C,commuting,11,8,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,12,8,0.0013318499916794568,0.0013318499916794568,1,True,False,"[0.0013318499916794568, 0.0013318499916794568]"
11,C,commuting,13,8,0.001874834792010338,0.001874834792010338,1,True,False,"[0.001874834792010338, 0.001874834792010338]"
11,C,commuting,14,8,0.0,0.0,0,True,False,[0.0]
11,C,commuting,15,8,0.0011536540256202876,0.0011536540256202876,1,True,False,"[0.0011536540256202876, 0.0011536540256202876]"
11,C,commuting,16,8,0.0015165324324906138,0.0015165324324906138,1,True,False,"[0.0015165324324906138, 0.0015165324324906138]"
11,C,commuting,17,8,0.0,0.0,0,True,False,[0.0]
11,C,commuting,18,8,0.0010103425577410174,0.0010103425577410174,1,True,False,"[0.0010103425577410174, 0.0010103425577410174]"
11,C,commuting,19,8,0.0012805402196260918,0.0012805402196260918,1,True,False,"[0.0012805402196260918, 0.0012805402196260918]"
11,C,commuting,20,8,2.220446049250313e-16,2.220446049250313e-16,0,True,False,[2.220446049250313e-16]
11,C,commuting,21,8,0.0008934315116975178,0.0008934315116975178,1,True,False,"[0.0008934315116975178, 0.0008934315116975178]"
11,C,commuting,22,8,0.0011224226717454489,0.0011224226717454489,1,True,False,"[0.0011224226717454489, 0.0011224226717454489]"
11,C,commuting,23,8,0.0,0.0,0,True,False,[0.0]
11,C,commuting,24,8,0.0007921925061202817,0.0007921925061202817,1,True,False,"[0.0007921925061202817, 0.0007921925061202817]"
11,C,commuting,25,8,0.0010146397563695064,0.0010146397563695064,1,True,False,"[0.0010146397563695064, 0.0010146397563695064]"
11,C,commuting,26,8,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,27,8,0.0006958790497184619,0.0006958790497184619,1,True,False,"[0.0006958790497184619, 0.0006958790497184619]"
11,C,commuting,28,8,0.0009328436839999288,0.0009328436839999288,1,True,False,"[0.0009328436839999288, 0.0009328436839999288]"
11,C,commuting,29,8,0.0,0.0,0,True,False,[0.0]
11,C,commuting,30,8,0.0005960069642247934,0.0005960069642247934,1,True,False,"[0.0005960069642247934, 0.0005960069642247934]"
11,C,commuting,31,8,0.0008464620502319775,0.0008464620502319775,1,True,False,"[0.0008464620502319775, 0.0008464620502319775]"
11,C,commuting,32,8,0.0,0.0,0,True,False,[0.0]
11,C,commuting,33,8,0.0004886456405219786,0.0004886456405219786,1,True,False,"[0.0004886456405219786, 0.0004886456405219786]"
11,C,commuting,34,8,0.0007167591384540373,0.0007167591384540373,1,True,False,"[0.0007167591384540373, 0.0007167591384540373]"
11,C,commuting,35,8,0.0,0.0,0,True,False,[0.0]
11,C,commuting,36,8,0.00037615945488989055,0.00037615945488989055,1,True,False,"[0.00037615945488989055, 0.00037615945488989055]"
11,C,commuting,1,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,2,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,3,16,0.10302850402724961,0.10302850402724961,1,True,False,"[0.10302850402724961, 0.10302850402724961]"
11,C,commuting,4,16,0.0020735004292711245,0.0020735004292711245,1,True,False,"[0.0020735004292711245, 0.0020735004292711245]"
11,C,commuting,5,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,6,16,0.001946612225140143,0.001946612225140143,1,True,False,"[0.001946612225140143, 0.001946612225140143]"
11,C,commuting,7,16,0.0012730735375228175,0.0012730735375228175,1,True,False,"[0.0012730735375228175, 0.0012730735375228175]"
11,C,commuting,8,16,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,9,16,0.0015621942881802742,0.0015621942881802742,1,True,False,"[0.0015621942881802742, 0.0015621942881802742]"
11,C,commuting,10,16,0.0009031720823728939,0.0009031720823728939,1,True,False,"[0.0009031720823728939, 0.0009031720823728939]"
11,C,commuting,11,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,12,16,0.0011139532383104278,0.0011139532383104278,1,True,False,"[0.0011139532383104278, 0.0011139532383104278]"
11,C,commuting,13,16,0.0006526874062955379,0.0006526874062955379,1,True,False,"[0.0006526874062955379, 0.0006526874062955379]"
11,C,commuting,14,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,15,16,0.0007152964123049443,0.0007152964123049443,1,True,False,"[0.0007152964123049443, 0.0007152964123049443]"
11,C,commuting,16,16,0.0004846594731082732,0.0004846594731082732,1,True,False,"[0.0004846594731082732, 0.0004846594731082732]"
11,C,commuting,17,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,18,16,0.00048811538201576354,0.00048811538201576354,1,True,False,"[0.00048811538201576354, 0.00048811538201576354]"
11,C,commuting,19,16,0.0003825581345939799,0.0003825581345939799,1,True,False,"[0.0003825581345939799, 0.0003825581345939799]"
11,C,commuting,20,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,21,16,0.00038963488763865683,0.00038963488763865683,1,True,False,"[0.00038963488763865683, 0.00038963488763865683]"
11,C,commuting,22,16,0.0003220095392655331,0.0003220095392655331,1,True,False,"[0.0003220095392655331, 0.0003220095392655331]"
11,C,commuting,23,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,24,16,0.0003457096352739164,0.0003457096352739164,1,True,False,"[0.0003457096352739164, 0.0003457096352739164]"
11,C,commuting,25,16,0.00028440841476373713,0.00028440841476373713,1,True,False,"[0.00028440841476373713, 0.00028440841476373713]"
11,C,commuting,26,16,0.0,0.0,0,True,False,[0.0]
11,C,commuting,27,16,0.00031985231604614306,0.00031985231604614306,1,True,False,"[0.00031985231604614306, 0.00031985231604614306]"
11,C,commuting,28,16,0.0002588145261612773,0.0002588145261612773,1,True,False,"[0.0002588145261612773, 0.0002588145261612773]"
11,C,commuting,29,16,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,30,16,0.00029934221304595,0.00029934221304595,1,True,False,"[0.00029934221304595, 0.00029934221304595]"
11,C,commuting,31,16,0.00023942932500919945,0.00023942932500919945,1,True,False,"[0.00023942932500919945, 0.00023942932500919945]"
11,C,commuting,32,16,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,33,16,0.0002801479485192715,0.0002801479485192715,1,True,False,"[0.0002801479485192715, 0.0002801479485192715]"
11,C,commuting,34,16,0.0002234994926930689,0.0002234994926930689,1,True,False,"[0.0002234994926930689, 0.0002234994926930689]"
11,C,commuting,35,16,2.220446049250313e-16,2.220446049250313e-16,0,True,False,[2.220446049250313e-16]
11,C,commuting,36,16,0.00026163493524911097,0.00026163493524911097,1,True,False,"[0.00026163493524911097, 0.00026163493524911097]"
11,C,commuting,1,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,2,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,3,32,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,4,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,5,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,6,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,7,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,8,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,9,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,10,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,11,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,12,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,13,32,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,14,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,15,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,16,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,17,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,18,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,19,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,20,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,21,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,22,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,23,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,24,32,1.3322676295501878e-15,1.3322676295501878e-15,0,True,False,[1.3322676295501878e-15]
11,C,commuting,25,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,26,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,27,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,28,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,29,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,30,32,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,31,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,32,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,33,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,34,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,35,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,36,32,0.0,0.0,0,True,False,[0.0]
11,C,commuting,1,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,2,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,3,64,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,4,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,5,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,6,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,7,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,8,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,9,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,10,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,11,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,12,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,13,64,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,14,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,15,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,16,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,17,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,18,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,19,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,20,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,21,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,22,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,23,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,24,64,1.3322676295501878e-15,1.3322676295501878e-15,0,True,False,[1.3322676295501878e-15]
11,C,commuting,25,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,26,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,27,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,28,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,29,64,0.0,0.0,0,True,False,[0.0]
