task_id,experiment,method,seed,gate_type,theta,q0,q1,separation,chi_max,tdvp_substeps,gate_index,gate_count,sequence,fidelity,raw_overlap,infidelity,vec_error,norm_before,norm_after,max_obs_error,rms_obs_error,runtime_s,max_bond,bond_profile,param_count,discarded_weight_gate,discarded_weight_cumulative,lanczos_tol
2db4a7978313b1152f4a8ded6daddb65597e7c1dc7ad9f6c6c9f98d51bbeb21c,A,exact,11,rxx,0.025,2,9,7,,,1,1,,0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,0.0,0.9999999999999996,0.9999999999999992,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
6377c41ab8b7f866a3b8199215eaba4abc779f46e8c6efa579fb4184b66cf229,A,exact,11,rxx,0.05,2,9,7,,,1,1,,0.999999999999998,0.999999999999998,1.9984014443252818e-15,0.0,0.9999999999999996,0.9999999999999997,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
66936168b66c1194a7cc1591f9bed9690c66d041e9043cc6bd074281be3cdaf1,A,exact,11,rxx,0.1,2,9,7,,,1,1,,0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,0.0,0.9999999999999996,0.9999999999999997,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
aa4f71f04a573703df1018c3a92afce5824e0dd37069ccdf46e2554ba3301349,A,exact,11,rxx,0.2,2,9,7,,,1,1,,0.9999999999999982,0.9999999999999982,1.7763568394002505e-15,0.0,0.9999999999999996,1.0,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
b012ea935982438c210513b8a0d653a912f19ec90fa30f8501bd6bd6218619f5,A,exact,11,ryy,0.025,2,9,7,,,1,1,,0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,0.0,0.9999999999999996,0.9999999999999991,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
3179d941bee9c3db5d641b2b5aa2092fe63caa366f4d20f599a820c93fcda933,A,exact,11,ryy,0.05,2,9,7,,,1,1,,0.9999999999999978,0.9999999999999978,2.220446049250313e-15,0.0,0.9999999999999996,0.9999999999999997,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
38c7c0659963d025396d3cb4d22490015f869e4dbdb41cf40e682358539b7344,A,exact,11,ryy,0.1,2,9,7,,,1,1,,0.9999999999999984,0.9999999999999984,1.5543122344752192e-15,0.0,0.9999999999999996,0.9999999999999998,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
05a63aff705b8ad13207f9b36ef5a8326178bd12e9c4ab000c98dc94186b6f18,A,exact,11,ryy,0.2,2,9,7,,,1,1,,0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
d14a7ab3b5f942e7984c5064fc0846d956aeb57b5cf7e902457dcf093a14f1cb,A,exact,11,rzz,0.025,2,9,7,,,1,1,,0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,0.0,0.9999999999999996,0.9999999999999993,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
b1ff6053d1627cfba176eae50e4e55c17bcda903afe943d10b9eca806e41bb97,A,exact,11,rzz,0.05,2,9,7,,,1,1,,0.999999999999998,0.999999999999998,1.9984014443252818e-15,0.0,0.9999999999999996,0.9999999999999994,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
10878d2eb70c0636d1f0101402f992469a65db2ae058a38426df97b7944a87e1,A,exact,11,rzz,0.1,2,9,7,,,1,1,,0.9999999999999982,0.9999999999999982,1.7763568394002505e-15,0.0,0.9999999999999996,0.9999999999999994,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
8d66802dc231a93b23c1fc1020a4118fcf8e19594671401f9b3f2e408cc05426,A,exact,11,rzz,0.2,2,9,7,,,1,1,,0.9999999999999984,0.9999999999999984,1.5543122344752192e-15,0.0,0.9999999999999996,0.9999999999999991,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12
865b3374ed3fe47e345db601ae41ef2525f81abd535d0a18c39844036dbd73da,A,hybrid_tdvp,11,rxx,0.025,2,9,7,8,1,1,1,,0.9999311419949316,0.9999311419949316,6.885800506839512e-05,0.008298143796370765,0.9999999999999996,1.0,0.0006296098639083682,9.50287003552354e-05,0.031110223033465445,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.0262027948409133e-05,1.0262027948409133e-05,1e-12
74c204f5ee649dad804cc5ae8a4a79775e1c0d2cbfc3ef6e8301ffe2225427ba,A,hybrid_tdvp,11,rxx,0.025,2,9,7,8,2,1,1,,0.9999311305300068,0.9999311305300068,6.886946999318244e-05,0.008298834604073619,0.9999999999999996,1.0000000000000004,0.0006258397313641771,9.456988375984275e-05,0.1266064289957285,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,5.132431342249524e-06,5.132431342249524e-06,1e-12
dbb9ef77fb5d769c09ee030237b86d6b6e52217ddd823346c2e3be902e713225,A,hybrid_tdvp,11,rxx,0.025,2,9,7,8,4,1,1,,0.9999311235314619,0.9999311235314619,6.887646853814822e-05,0.008299256266086994,0.9999999999999996,1.0000000000000002,0.0006239809032802593,9.435003987170239e-05,0.06106323795393109,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,2.5665912537264117e-06,2.5665912537264117e-06,1e-12
fccb5c18f59f1abeee35789d21ed1200ab04349bd725c385a7ec1fab8e6489c9,A,hybrid_tdvp,11,rxx,0.025,2,9,7,8,8,1,1,,0.9999311197344167,0.9999311197344167,6.888026558327098e-05,0.008299485029033361,0.9999999999999996,1.0000000000000002,0.0006230568525216994,9.424241714056787e-05,0.22146346099907532,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.283392546689105e-06,1.283392546689105e-06,1e-12
2a1a0ee62151db62ada2f206a715dff895052f40ea53fa8b5b4f8793ca7f8892,A,hybrid_tdvp,11,rxx,0.025,2,9,7,16,1,1,1,,0.9999999998826408,0.9999999998826408,1.1735923344247112e-10,1.0832344231440946e-05,0.9999999999999996,0.999999999999991,6.931215143501923e-08,1.1328806063103269e-08,0.05201624403707683,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,2.022245239169169e-14,2.022245239169169e-14,1e-12
1256d0f9ac087adbf78a7ca16e98ea4ac58ec32d31ac8b55d890f9aa98ba921c,A,hybrid_tdvp,11,rxx,0.025,2,9,7,16,2,1,1,,0.999999999970685,0.999999999970685,2.931499487601741e-11,5.414751562273405e-06,0.9999999999999996,1.0000000000000022,3.472967086137757e-08,5.705093564040701e-09,0.22533306799596176,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,5.052861327670253e-15,5.052861327670253e-15,1e-12
267ef3308566c03d984713f9dc7e0226839a5554ae0bf97f060e992564a22e58,A,hybrid_tdvp,11,rxx,0.025,2,9,7,16,4,1,1,,0.9999999999926807,0.9999999999926807,7.319256312143807e-12,2.7070161952471427e-06,0.9999999999999996,1.0000000000000042,1.7383158079642413e-08,2.866342861124009e-09,0.04550733300857246,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,1.2628720048141901e-15,1.2628720048141901e-15,1e-12
e5e83b5484d808319aae813150edce665c5b16d6a89810bad36cd4a9bb59b099,A,hybrid_tdvp,11,rxx,0.025,2,9,7,16,8,1,1,,0.9999999999981779,0.9999999999981779,1.822098028014807e-12,1.3534176446777342e-06,0.9999999999999996,1.0000000000000044,8.696200301527846e-09,1.437072133122707e-09,0.17851897701621056,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,3.1567512565066167e-16,3.1567512565066167e-16,1e-12
436d6dd28cc4868d2083bc2c3c9c5f43b9ae1a438a9855243a31d618323046ef,A,hybrid_tdvp,11,rxx,0.025,2,9,7,64,1,1,1,,0.9999999998826408,0.9999999998826408,1.1735923344247112e-10,1.0832344231440946e-05,0.9999999999999996,0.999999999999991,6.931215143501923e-08,1.1328806063103269e-08,0.12131457403302193,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,2.022245239169169e-14,2.022245239169169e-14,1e-12
95381f4e8ee06a6ef92294e961f44d9377e493c7b6d1f6c5cbcbfa10a4c61e4d,A,hybrid_tdvp,11,rxx,0.025,2,9,7,64,2,1,1,,0.999999999970685,0.999999999970685,2.931499487601741e-11,5.414751562273405e-06,0.9999999999999996,1.0000000000000022,3.472967086137757e-08,5.705093564040701e-09,0.025402508035767823,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,5.052861327670253e-15,5.052861327670253e-15,1e-12
886b3c730c41bbe45e46bee19127332ffbabf59a5612e84c5f17fa18a28bcd25,A,hybrid_tdvp,11,rxx,0.025,2,9,7,64,4,1,1,,0.9999999999926807,0.9999999999926807,7.319256312143807e-12,2.7070161952471427e-06,0.9999999999999996,1.0000000000000042,1.7383158079642413e-08,2.866342861124009e-09,0.08703035302460194,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,1.2628720048141901e-15,1.2628720048141901e-15,1e-12
439286b705c671d10544dfd92489e8050c39bce098cfc77bf1d70a6a1c5918dc,A,hybrid_tdvp,11,rxx,0.025,2,9,7,64,8,1,1,,0.9999999999981779,0.9999999999981779,1.822098028014807e-12,1.3534176446777342e-06,0.9999999999999996,1.0000000000000044,8.696200301527846e-09,1.437072133122707e-09,0.16124045400647447,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,3.1567512565066167e-16,3.1567512565066167e-16,1e-12
973604c684cff46406305c14a27c9adc73aa136a61ba80997dfda4915048a51d,A,hybrid_tdvp,11,rxx,0.05,2,9,7,8,1,1,1,,0.999726263255507,0.999726263255507,0.0002737367444930472,0.016545557712237823,0.9999999999999996,1.0000000000000004,0.001296398970579777,0.00019899507974830707,0.015553243982139975,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,4.0783644865547394e-05,4.0783644865547394e-05,1e-12
fdf313616dd6bd6f4dd5d6fb60c5e7454c7141a3aad9e91e6ae673b9b08eee70,A,hybrid_tdvp,11,rxx,0.05,2,9,7,8,2,1,1,,0.9997260590996913,0.9997260590996913,0.0002739409003087445,0.01655172691238901,0.9999999999999996,1.0000000000000007,0.0012797345524159127,0.0001970628631009577,0.08031941700028256,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,2.0410737764740687e-05,2.0410737764740687e-05,1e-12
a8bd9977f3388b421d43c70d5dfd61c751e26dec365c6368d028e20be602c8da,A,hybrid_tdvp,11,rxx,0.05,2,9,7,8,4,1,1,,0.9997259407948097,0.9997259407948097,0.00027405920519030236,0.01655530080896197,0.9999999999999996,0.9999999999999998,0.0012717466941535444,0.00019617516336394017,0.6451952570350841,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.0210517125451239e-05,1.0210517125451239e-05,1e-12
d7e14481df849ee75fdfd2840c6acc05574ef6dcb7b384f7ef38773c97e352ba,A,hybrid_tdvp,11,rxx,0.05,2,9,7,8,8,1,1,,0.9997258781040859,0.9997258781040859,0.0002741218959141367,0.016557194333371612,0.9999999999999996,1.0000000000000002,0.001267824384447551,0.00019575002700857196,0.7933165159774944,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,5.106601621051547e-06,5.106601621051547e-06,1e-12
acfe851206b073b0b17d977bb02d38befe2dbff8a0a73126545f3d9b6bd48c08,A,hybrid_tdvp,11,rxx,0.05,2,9,7,16,1,1,1,,0.9999999995300883,0.9999999995300883,4.699116651352142e-10,2.167576878151595e-05,0.9999999999999996,0.9999999999999647,1.3803122432543002e-07,2.4574595400680237e-08,0.16006309899967164,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2728,8.097819567880028e-14,8.097819567880028e-14,1e-12
